word,stem,lemma_n,lemma_v,lemma_a,lemma_r
sandy,sandi,sandy,sandy,sandy,sandy
sang,sang,sang,sing,sang,sang
sank,sank,sank,sink,sank,sank
sap,sap,sap,sap,sap,sap
sash,sash,sash,sash,sash,sash
sat,sat,sat,sit,sat,sat
satin,satin,satin,satin,satin,satin
satisfactory,satisfactori,satisfactory,satisfactory,satisfactory,satisfactory
saturday,saturday,saturday,saturday,saturday,saturday
sausage,sausag,sausage,sausage,sausage,sausage
savage,savag,savage,savage,savage,savage
save,save,save,save,save,save
savings,save,saving,save,saving,saving
saw,saw,saw,saw,saw,saw
say,say,say,say,say,say
scab,scab,scab,scab,scab,scab
scales,scale,scale,scale,scale,scale
scare,scare,scare,scare,scare,scare
scarf,scarf,scarf,scarf,scarf,scarf
school,school,school,school,school,school
schoolboy,schoolboy,schoolboy,schoolboy,schoolboy,schoolboy
schoolhouse,schoolhous,schoolhouse,schoolhouse,schoolhouse,schoolhouse
schoolmaster,schoolmast,schoolmaster,schoolmaster,schoolmaster,schoolmaster
schoolroom,schoolroom,schoolroom,schoolroom,schoolroom,schoolroom
scorch,scorch,scorch,scorch,scorch,scorch
score,score,score,score,score,score
scrap,scrap,scrap,scrap,scrap,scrap
scrape,scrape,scrape,scrape,scrape,scrape
scratch,scratch,scratch,scratch,scratch,scratch
scream,scream,scream,scream,scream,scream
screen,screen,screen,screen,screen,screen
screw,screw,screw,screw,screw,screw
scrub,scrub,scrub,scrub,scrub,scrub
sea,sea,sea,sea,sea,sea
seal,seal,seal,seal,seal,seal
seam,seam,seam,seam,seam,seam
search,search,search,search,search,search
season,season,season,season,season,season
seat,seat,seat,seat,seat,seat
second,second,second,second,second,second
secret,secret,secret,secret,secret,secret
see,see,see,see,see,see
seed,seed,seed,seed,seed,seed
seeing,see,seeing,see,seeing,seeing
seek,seek,seek,seek,seek,seek
seem,seem,seem,seem,seem,seem
seen,seen,seen,see,seen,seen
seesaw,seesaw,seesaw,seesaw,seesaw,seesaw
select,select,select,select,select,select
self,self,self,self,self,self
selfish,selfish,selfish,selfish,selfish,selfish
sell,sell,sell,sell,sell,sell
send,send,send,send,send,send
sense,sens,sense,sense,sense,sense
sent,sent,sent,send,sent,sent
sentence,sentenc,sentence,sentence,sentence,sentence
separate,separ,separate,separate,separate,separate
september,septemb,september,september,september,september
servant,servant,servant,servant,servant,servant
serve,serv,serve,serve,serve,serve
service,servic,service,service,service,service
set,set,set,set,set,set
setting,set,setting,set,setting,setting
settle,settl,settle,settle,settle,settle
settlement,settlement,settlement,settlement,settlement,settlement
seven,seven,seven,seven,seven,seven
seventeen,seventeen,seventeen,seventeen,seventeen,seventeen
seventh,seventh,seventh,seventh,seventh,seventh
seventy,seventi,seventy,seventy,seventy,seventy
several,sever,several,several,several,several
sew,sew,sew,sew,sew,sew
shade,shade,shade,shade,shade,shade
shadow,shadow,shadow,shadow,shadow,shadow
shady,shadi,shady,shady,shady,shady
shake,shake,shake,shake,shake,shake
shaker,shaker,shaker,shaker,shaker,shaker
shaking,shake,shaking,shake,shaking,shaking
shall,shall,shall,shall,shall,shall
shame,shame,shame,shame,shame,shame
shan't,shan't,shan't,shan't,shan't,shan't
shape,shape,shape,shape,shape,shape
share,share,share,share,share,share
sharp,sharp,sharp,sharp,sharp,sharp
shave,shave,shave,shave,shave,shave
she,she,she,she,she,she
she'd,she'd,she'd,she'd,she'd,she'd
she'll,she'll,she'll,she'll,she'll,she'll
she's,she',she's,she's,she's,she's
shear,shear,shear,shear,shear,shear
shears,shear,shear,shear,shear,shear
shed,shed,shed,shed,shed,shed
sheep,sheep,sheep,sheep,sheep,sheep
sheet,sheet,sheet,sheet,sheet,sheet
shelf,shelf,shelf,shelf,shelf,shelf
shell,shell,shell,shell,shell,shell
shepherd,shepherd,shepherd,shepherd,shepherd,shepherd
shine,shine,shine,shine,shine,shine
shining,shine,shining,shin,shining,shining
shiny,shini,shiny,shiny,shiny,shiny
ship,ship,ship,ship,ship,ship
shirt,shirt,shirt,shirt,shirt,shirt
shock,shock,shock,shock,shock,shock
shoe,shoe,shoe,shoe,shoe,shoe
shoemaker,shoemak,shoemaker,shoemaker,shoemaker,shoemaker
shone,shone,shone,shine,shone,shone
shook,shook,shook,shake,shook,shook
shoot,shoot,shoot,shoot,shoot,shoot
shop,shop,shop,shop,shop,shop
shopping,shop,shopping,shop,shopping,shopping
shore,shore,shore,shore,shore,shore
short,short,short,short,short,short
shot,shot,shot,shoot,shot,shot
should,should,should,should,should,should
shoulder,shoulder,shoulder,shoulder,shoulder,shoulder
shouldn't,shouldn't,shouldn't,shouldn't,shouldn't,shouldn't
shout,shout,shout,shout,shout,shout
shovel,shovel,shovel,shovel,shovel,shovel
show,show,show,show,show,show
shower,shower,shower,shower,shower,shower
shut,shut,shut,shut,shut,shut
shy,shi,shy,shy,shy,shy
sick,sick,sick,sick,sick,sick
sickness,sick,sickness,sickness,sickness,sickness
side,side,side,side,side,side
sidewalk,sidewalk,sidewalk,sidewalk,sidewalk,sidewalk
sideways,sideway,sideways,sideways,sideways,sideways
sigh,sigh,sigh,sigh,sigh,sigh
sight,sight,sight,sight,sight,sight
sign,sign,sign,sign,sign,sign
silence,silenc,silence,silence,silence,silence
silent,silent,silent,silent,silent,silent
silk,silk,silk,silk,silk,silk
sill,sill,sill,sill,sill,sill
silly,silli,silly,silly,silly,silly
silver,silver,silver,silver,silver,silver
simple,simpl,simple,simple,simple,simple
sin,sin,sin,sin,sin,sin
since,sinc,since,since,since,since
sing,sing,sing,sing,sing,sing
singer,singer,singer,singer,singer,singer
single,singl,single,single,single,single
sink,sink,sink,sink,sink,sink
sip,sip,sip,sip,sip,sip
sir,sir,sir,sir,sir,sir
sis,si,si,sis,si,si
sissy,sissi,sissy,sissy,sissy,sissy
sister,sister,sister,sister,sister,sister
sit,sit,sit,sit,sit,sit
sitting,sit,sitting,sit,sitting,sitting
six,six,six,six,six,six
sixteen,sixteen,sixteen,sixteen,sixteen,sixteen
sixth,sixth,sixth,sixth,sixth,sixth
sixty,sixti,sixty,sixty,sixty,sixty
size,size,size,size,size,size
skate,skate,skate,skate,skate,skate
skater,skater,skater,skater,skater,skater
ski,ski,ski,ski,ski,ski
skin,skin,skin,skin,skin,skin
skip,skip,skip,skip,skip,skip
skirt,skirt,skirt,skirt,skirt,skirt
sky,sky,sky,sky,sky,sky
slam,slam,slam,slam,slam,slam
slap,slap,slap,slap,slap,slap
slate,slate,slate,slate,slate,slate
slave,slave,slave,slave,slave,slave
sled,sled,sled,sled,sled,sled
sleep,sleep,sleep,sleep,sleep,sleep
sleepy,sleepi,sleepy,sleepy,sleepy,sleepy
sleeve,sleev,sleeve,sleeve,sleeve,sleeve
sleigh,sleigh,sleigh,sleigh,sleigh,sleigh
slept,slept,slept,sleep,slept,slept
slice,slice,slice,slice,slice,slice
slid,slid,slid,slide,slid,slid
slide,slide,slide,slide,slide,slide
sling,sling,sling,sling,sling,sling
slip,slip,slip,slip,slip,slip
slipped,slip,slipped,slip,slipped,slipped
slipper,slipper,slipper,slipper,slipper,slipper
slippery,slipperi,slippery,slippery,slippery,slippery
slit,slit,slit,slit,slit,slit
slow,slow,slow,slow,slow,slow
slowly,slowli,slowly,slowly,slowly,slowly
sly,sli,sly,sly,sly,sly
smack,smack,smack,smack,smack,smack
small,small,small,small,small,small
smart,smart,smart,smart,smart,smart
smell,smell,smell,smell,smell,smell
smile,smile,smile,smile,smile,smile
smoke,smoke,smoke,smoke,smoke,smoke
smooth,smooth,smooth,smooth,smooth,smooth
snail,snail,snail,snail,snail,snail
snake,snake,snake,snake,snake,snake
snap,snap,snap,snap,snap,snap
snapping,snap,snapping,snap,snapping,snapping
sneeze,sneez,sneeze,sneeze,sneeze,sneeze
snow,snow,snow,snow,snow,snow
snowball,snowbal,snowball,snowball,snowball,snowball
snowflake,snowflak,snowflake,snowflake,snowflake,snowflake
snowy,snowi,snowy,snowy,snowy,snowy
snuff,snuff,snuff,snuff,snuff,snuff
snug,snug,snug,snug,snug,snug
so,so,so,so,so,so
soak,soak,soak,soak,soak,soak
soap,soap,soap,soap,soap,soap
sob,sob,sob,sob,sob,sob
socks,sock,sock,sock,sock,sock
sod,sod,sod,sod,sod,sod
soda,soda,soda,soda,soda,soda
sofa,sofa,sofa,sofa,sofa,sofa
soft,soft,soft,soft,soft,soft
soil,soil,soil,soil,soil,soil
sold,sold,sold,sell,sold,sold
soldier,soldier,soldier,soldier,soldier,soldier
sole,sole,sole,sole,sole,sole
some,some,some,some,some,some
somebody,somebodi,somebody,somebody,somebody,somebody
somehow,somehow,somehow,somehow,somehow,somehow
someone,someon,someone,someone,someone,someone
something,someth,something,something,something,something
sometime,sometim,sometime,sometime,sometime,sometime
sometimes,sometim,sometimes,sometimes,sometimes,sometimes
somewhere,somewher,somewhere,somewhere,somewhere,somewhere
son,son,son,son,son,son
song,song,song,song,song,song
soon,soon,soon,soon,soon,soon
sore,sore,sore,sore,sore,sore
sorrow,sorrow,sorrow,sorrow,sorrow,sorrow
sorry,sorri,sorry,sorry,sorry,sorry
sort,sort,sort,sort,sort,sort
soul,soul,soul,soul,soul,soul
sound,sound,sound,sound,sound,sound
soup,soup,soup,soup,soup,soup
sour,sour,sour,sour,sour,sour
south,south,south,south,south,south
southern,southern,southern,southern,southern,southern
space,space,space,space,space,space
spade,spade,spade,spade,spade,spade
spank,spank,spank,spank,spank,spank
sparrow,sparrow,sparrow,sparrow,sparrow,sparrow
speak,speak,speak,speak,speak,speak
speaker,speaker,speaker,speaker,speaker,speaker
spear,spear,spear,spear,spear,spear
speech,speech,speech,speech,speech,speech
speed,speed,speed,speed,speed,speed
spell,spell,spell,spell,spell,spell
spelling,spell,spelling,spell,spelling,spelling
spend,spend,spend,spend,spend,spend
spent,spent,spent,spend,spent,spent
spider,spider,spider,spider,spider,spider
spike,spike,spike,spike,spike,spike
spill,spill,spill,spill,spill,spill
spin,spin,spin,spin,spin,spin
spinach,spinach,spinach,spinach,spinach,spinach
spirit,spirit,spirit,spirit,spirit,spirit
spit,spit,spit,spit,spit,spit
splash,splash,splash,splash,splash,splash
spoil,spoil,spoil,spoil,spoil,spoil
spoke,spoke,spoke,speak,spoke,spoke
spook,spook,spook,spook,spook,spook
spoon,spoon,spoon,spoon,spoon,spoon
sport,sport,sport,sport,sport,sport
spot,spot,spot,spot,spot,spot
spread,spread,spread,spread,spread,spread
spring,spring,spring,spring,spring,spring
springtime,springtim,springtime,springtime,springtime,springtime
sprinkle,sprinkl,sprinkle,sprinkle,sprinkle,sprinkle
square,squar,square,square,square,square
squash,squash,squash,squash,squash,squash
squeak,squeak,squeak,squeak,squeak,squeak
squeeze,squeez,squeeze,squeeze,squeeze,squeeze
squirrel,squirrel,squirrel,squirrel,squirrel,squirrel
stable,stabl,stable,stable,stable,stable
stack,stack,stack,stack,stack,stack
stage,stage,stage,stage,stage,stage
stair,stair,stair,stair,stair,stair
stall,stall,stall,stall,stall,stall
stamp,stamp,stamp,stamp,stamp,stamp
stand,stand,stand,stand,stand,stand
star,star,star,star,star,star
stare,stare,stare,stare,stare,stare
start,start,start,start,start,start
starve,starv,starve,starve,starve,starve
state,state,state,state,state,state
station,station,station,station,station,station
stay,stay,stay,stay,stay,stay
steak,steak,steak,steak,steak,steak
steal,steal,steal,steal,steal,steal
steam,steam,steam,steam,steam,steam
steamboat,steamboat,steamboat,steamboat,steamboat,steamboat
steamer,steamer,steamer,steamer,steamer,steamer
steel,steel,steel,steel,steel,steel
steep,steep,steep,steep,steep,steep
steeple,steepl,steeple,steeple,steeple,steeple
steer,steer,steer,steer,steer,steer
stem,stem,stem,stem,stem,stem
step,step,step,step,step,step
stepping,step,stepping,step,stepping,stepping
stick,stick,stick,stick,stick,stick
sticky,sticki,sticky,sticky,sticky,sticky
stiff,stiff,stiff,stiff,stiff,stiff
still,still,still,still,still,still
stillness,still,stillness,stillness,stillness,stillness
sting,sting,sting,sting,sting,sting
stir,stir,stir,stir,stir,stir
stitch,stitch,stitch,stitch,stitch,stitch
stock,stock,stock,stock,stock,stock
stocking,stock,stocking,stock,stocking,stocking
stole,stole,stole,steal,stole,stole
stone,stone,stone,stone,stone,stone
stood,stood,stood,stand,stood,stood
stool,stool,stool,stool,stool,stool
stoop,stoop,stoop,stoop,stoop,stoop
stop,stop,stop,stop,stop,stop
stopped,stop,stopped,stop,stopped,stopped
stopping,stop,stopping,stop,stopping,stopping
store,store,store,store,store,store
stories,stori,story,stories,story,story
stork,stork,stork,stork,stork,stork
storm,storm,storm,storm,storm,storm
stormy,stormi,stormy,stormy,stormy,stormy
story,stori,story,story,story,story
stove,stove,stove,stave,stove,stove
straight,straight,straight,straight,straight,straight
strange,strang,strange,strange,strange,strange
stranger,stranger,stranger,stranger,stranger,stranger
strap,strap,strap,strap,strap,strap
straw,straw,straw,straw,straw,straw
strawberry,strawberri,strawberry,strawberry,strawberry,strawberry
stream,stream,stream,stream,stream,stream
street,street,street,street,street,street
stretch,stretch,stretch,stretch,stretch,stretch
string,string,string,string,string,string
strip,strip,strip,strip,strip,strip
stripes,stripe,stripe,strip,stripe,stripe
strong,strong,strong,strong,strong,strong
stuck,stuck,stuck,stick,stuck,stuck
study,studi,study,study,study,study
stuff,stuff,stuff,stuff,stuff,stuff
stump,stump,stump,stump,stump,stump
stung,stung,stung,sting,stung,stung
subject,subject,subject,subject,subject,subject
such,such,such,such,such,such
suck,suck,suck,suck,suck,suck
sudden,sudden,sudden,sudden,sudden,sudden
suffer,suffer,suffer,suffer,suffer,suffer
sugar,sugar,sugar,sugar,sugar,sugar
suit,suit,suit,suit,suit,suit
sum,sum,sum,sum,sum,sum
summer,summer,summer,summer,summer,summer
sun,sun,sun,sun,sun,sun
sunday,sunday,sunday,sunday,sunday,sunday
sunflower,sunflow,sunflower,sunflower,sunflower,sunflower
sung,sung,sung,sing,sung,sung
sunk,sunk,sunk,sink,sunk,sunk
sunlight,sunlight,sunlight,sunlight,sunlight,sunlight
sunny,sunni,sunny,sunny,sunny,sunny
sunrise,sunris,sunrise,sunrise,sunrise,sunrise
sunset,sunset,sunset,sunset,sunset,sunset
sunshine,sunshin,sunshine,sunshine,sunshine,sunshine
supper,supper,supper,supper,supper,supper
suppose,suppos,suppose,suppose,suppose,suppose
sure,sure,sure,sure,sure,sure
surely,sure,surely,surely,surely,surely
surface,surfac,surface,surface,surface,surface
surprise,surpris,surprise,surprise,surprise,surprise
swallow,swallow,swallow,swallow,swallow,swallow
swam,swam,swam,swim,swam,swam
swamp,swamp,swamp,swamp,swamp,swamp
swan,swan,swan,swan,swan,swan
swat,swat,swat,swat,swat,swat
swear,swear,swear,swear,swear,swear
sweat,sweat,sweat,sweat,sweat,sweat
sweater,sweater,sweater,sweater,sweater,sweater
sweep,sweep,sweep,sweep,sweep,sweep
sweet,sweet,sweet,sweet,sweet,sweet
sweetheart,sweetheart,sweetheart,sweetheart,sweetheart,sweetheart
sweetness,sweet,sweetness,sweetness,sweetness,sweetness
swell,swell,swell,swell,swell,swell
swept,swept,swept,sweep,swept,swept
swift,swift,swift,swift,swift,swift
swim,swim,swim,swim,swim,swim
swimming,swim,swimming,swim,swimming,swimming
swing,swing,swing,swing,swing,swing
switch,switch,switch,switch,switch,switch
sword,sword,sword,sword,sword,sword
swore,swore,swore,swear,swore,swore
table,tabl,table,table,table,table
tablecloth,tablecloth,tablecloth,tablecloth,tablecloth,tablecloth
tablespoon,tablespoon,tablespoon,tablespoon,tablespoon,tablespoon
tablet,tablet,tablet,tablet,tablet,tablet
tack,tack,tack,tack,tack,tack
tag,tag,tag,tag,tag,tag
tail,tail,tail,tail,tail,tail
tailor,tailor,tailor,tailor,tailor,tailor
take,take,take,take,take,take
taken,taken,taken,take,taken,taken
taking,take,taking,take,taking,taking
tale,tale,tale,tale,tale,tale
talk,talk,talk,talk,talk,talk
talker,talker,talker,talker,talker,talker
tall,tall,tall,tall,tall,tall
tame,tame,tame,tame,tame,tame
tan,tan,tan,tan,tan,tan
tank,tank,tank,tank,tank,tank
tap,tap,tap,tap,tap,tap
tape,tape,tape,tape,tape,tape
tar,tar,tar,tar,tar,tar
tardy,tardi,tardy,tardy,tardy,tardy
task,task,task,task,task,task
taste,tast,taste,taste,taste,taste
taught,taught,taught,teach,taught,taught
tax,tax,tax,tax,tax,tax
tea,tea,tea,tea,tea,tea
teach,teach,teach,teach,teach,teach
teacher,teacher,teacher,teacher,teacher,teacher
team,team,team,team,team,team
tear,tear,tear,tear,tear,tear
tease,teas,tease,tease,tease,tease
teaspoon,teaspoon,teaspoon,teaspoon,teaspoon,teaspoon
teeth,teeth,teeth,teeth,teeth,teeth
telephone,phone,telephone,telephone,telephone,telephone
tell,tell,tell,tell,tell,tell
temper,temper,temper,temper,temper,temper
ten,ten,ten,ten,ten,ten
tennis,tenni,tennis,tennis,tennis,tennis
tent,tent,tent,tent,tent,tent
term,term,term,term,term,term
terrible,terribl,terrible,terrible,terrible,terrible
test,test,test,test,test,test
than,than,than,than,than,than
thank,thank,thank,thank,thank,thank
thankful,thank,thankful,thankful,thankful,thankful
thanks,thank,thanks,thank,thanks,thanks
thanksgiving,thanksgiv,thanksgiving,thanksgiving,thanksgiving,thanksgiving
that,that,that,that,that,that
that's,that',that's,that's,that's,that's
the,the,the,the,the,the
theater,theater,theater,theater,theater,theater
thee,thee,thee,thee,thee,thee
their,their,their,their,their,their
them,them,them,them,them,them
then,then,then,then,then,then
there,there,there,there,there,there
these,these,these,these,these,these
they,they,they,they,they,they
they'd,they'd,they'd,they'd,they'd,they'd
they'll,they'll,they'll,they'll,they'll,they'll
they're,they'r,they're,they're,they're,they're
they've,they'v,they've,they've,they've,they've
thick,thick,thick,thick,thick,thick
thief,thief,thief,thief,thief,thief
thimble,thimbl,thimble,thimble,thimble,thimble
thin,thin,thin,thin,thin,thin
thing,thing,thing,thing,thing,thing
think,think,think,think,think,think
third,third,third,third,third,third
thirsty,thirsti,thirsty,thirsty,thirsty,thirsty
thirteen,thirteen,thirteen,thirteen,thirteen,thirteen
thirty,thirti,thirty,thirty,thirty,thirty
this,thi,this,this,this,this
tho,tho,tho,tho,tho,tho
thorn,thorn,thorn,thorn,thorn,thorn
those,those,those,those,those,those
though,though,though,though,though,though
thought,thought,thought,think,thought,thought
thousand,thousand,thousand,thousand,thousand,thousand
thread,thread,thread,thread,thread,thread
three,three,three,three,three,three
threw,threw,threw,throw,threw,threw
throat,throat,throat,throat,throat,throat
throne,throne,throne,throne,throne,throne
through,through,through,through,through,through
throw,throw,throw,throw,throw,throw
thrown,thrown,thrown,throw,thrown,thrown
thumb,thumb,thumb,thumb,thumb,thumb
thunder,thunder,thunder,thunder,thunder,thunder
thursday,thursday,thursday,thursday,thursday,thursday
thy,thi,thy,thy,thy,thy
tick,tick,tick,tick,tick,tick
ticket,ticket,ticket,ticket,ticket,ticket
tickle,tickl,tickle,tickle,tickle,tickle
tie,tie,tie,tie,tie,tie
tiger,tiger,tiger,tiger,tiger,tiger
tight,tight,tight,tight,tight,tight
till,till,till,till,till,till
time,time,time,time,time,time
tin,tin,tin,tin,tin,tin
tinkle,tinkl,tinkle,tinkle,tinkle,tinkle
tiny,tini,tiny,tiny,tiny,tiny
tip,tip,tip,tip,tip,tip
tiptoe,tipto,tiptoe,tiptoe,tiptoe,tiptoe
tire,tire,tire,tire,tire,tire
tired,tire,tired,tire,tired,tired
title,titl,title,title,title,title
to,to,to,to,to,to
toad,toad,toad,toad,toad,toad
toadstool,toadstool,toadstool,toadstool,toadstool,toadstool
toast,toast,toast,toast,toast,toast
tobacco,tobacco,tobacco,tobacco,tobacco,tobacco
today,today,today,today,today,today
toe,toe,toe,toe,toe,toe
together,togeth,together,together,together,together
toilet,toilet,toilet,toilet,toilet,toilet
told,told,told,tell,told,told
tomato,tomato,tomato,tomato,tomato,tomato
tomorrow,tomorrow,tomorrow,tomorrow,tomorrow,tomorrow
ton,ton,ton,ton,ton,ton
tone,tone,tone,tone,tone,tone
tongue,tongu,tongue,tongue,tongue,tongue
tonight,tonight,tonight,tonight,tonight,tonight
too,too,too,too,too,too
took,took,took,take,took,took
tool,tool,tool,tool,tool,tool
toot,toot,toot,toot,toot,toot
tooth,tooth,tooth,tooth,tooth,tooth
toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush
toothpick,toothpick,toothpick,toothpick,toothpick,toothpick
top,top,top,top,top,top
tore,tore,tore,tear,tore,tore
torn,torn,torn,tear,torn,torn
toss,toss,toss,toss,toss,toss
touch,touch,touch,touch,touch,touch
tow,tow,tow,tow,tow,tow
toward,toward,toward,toward,toward,toward
towards,toward,towards,towards,towards,towards
towel,towel,towel,towel,towel,towel
tower,tower,tower,tower,tower,tower
town,town,town,town,town,town
toy,toy,toy,toy,toy,toy
trace,trace,trace,trace,trace,trace
track,track,track,track,track,track
trade,trade,trade,trade,trade,trade
train,train,train,train,train,train
tramp,tramp,tramp,tramp,tramp,tramp
trap,trap,trap,trap,trap,trap
tray,tray,tray,tray,tray,tray
treasure,treasur,treasure,treasure,treasure,treasure
treat,treat,treat,treat,treat,treat
tree,tree,tree,tree,tree,tree
trick,trick,trick,trick,trick,trick
tricycle,cycl,tricycle,tricycle,tricycle,tricycle
tried,ed,tried,try,tried,tried
trim,m,trim,trim,trim,trim
trip,p,trip,trip,trip,trip
trolley,trolley,trolley,trolley,trolley,trolley
trouble,troubl,trouble,trouble,trouble,trouble
truck,truck,truck,truck,truck,truck
true,true,true,true,true,true
truly,truli,truly,truly,truly,truly
trunk,trunk,trunk,trunk,trunk,trunk
trust,trust,trust,trust,trust,trust
truth,truth,truth,truth,truth,truth
try,tri,try,try,try,try
tub,tub,tub,tub,tub,tub
tuesday,tuesday,tuesday,tuesday,tuesday,tuesday
tug,tug,tug,tug,tug,tug
tulip,tulip,tulip,tulip,tulip,tulip
tumble,tumbl,tumble,tumble,tumble,tumble
tune,tune,tune,tune,tune,tune
tunnel,tunnel,tunnel,tunnel,tunnel,tunnel
turkey,turkey,turkey,turkey,turkey,turkey
turn,turn,turn,turn,turn,turn
turtle,turtl,turtle,turtle,turtle,turtle
twelve,twelv,twelve,twelve,twelve,twelve
twenty,twenti,twenty,twenty,twenty,twenty
twice,twice,twice,twice,twice,twice
twig,twig,twig,twig,twig,twig
twin,twin,twin,twin,twin,twin
two,two,two,two,two,two
ugly,ugli,ugly,ugly,ugly,ugly
umbrella,umbrella,umbrella,umbrella,umbrella,umbrella
uncle,uncl,uncle,uncle,uncle,uncle
under,under,under,under,under,under
understand,stand,understand,understand,understand,understand
underwear,wear,underwear,underwear,underwear,underwear
undress,dress,undress,undress,undress,undress
unfair,fair,unfair,unfair,unfair,unfair
unfinished,finish,unfinished,unfinished,unfinished,unfinished
unfold,fold,unfold,unfold,unfold,unfold
unfriendly,friendli,unfriendly,unfriendly,unfriendly,unfriendly
unhappy,happi,unhappy,unhappy,unhappy,unhappy
unhurt,hurt,unhurt,unhurt,unhurt,unhurt
uniform,form,uniform,uniform,uniform,uniform
interstates,interst,interstate,interstates,interstate,interstate
unkind,kind,unkind,unkind,unkind,unkind
unknown,known,unknown,unknown,unknown,unknown
unless,less,unless,unless,unless,unless
unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant
until,til,until,until,until,until
unwilling,will,unwilling,unwilling,unwilling,unwilling
up,up,up,up,up,up
upon,upon,upon,upon,upon,upon
upper,upper,upper,upper,upper,upper
upset,upset,upset,upset,upset,upset
upside,upsid,upside,upside,upside,upside
upstairs,upstair,upstairs,upstairs,upstairs,upstairs
uptown,uptown,uptown,uptown,uptown,uptown
upward,upward,upward,upward,upward,upward
us,us,u,us,u,u
use,use,use,use,use,use
used,use,used,use,used,used
useful,use,useful,useful,useful,useful
valentine,valentin,valentine,valentine,valentine,valentine
valley,valley,valley,valley,valley,valley
valuable,valuabl,valuable,valuable,valuable,valuable
value,valu,value,value,value,value
vase,vase,vase,vase,vase,vase
vegetable,veget,vegetable,vegetable,vegetable,vegetable
velvet,velvet,velvet,velvet,velvet,velvet
very,veri,very,very,very,very
vessel,vessel,vessel,vessel,vessel,vessel
victory,victori,victory,victory,victory,victory
view,view,view,view,view,view
village,villag,village,village,village,village
vine,vine,vine,vine,vine,vine
violet,violet,violet,violet,violet,violet
visit,visit,visit,visit,visit,visit
visitor,visitor,visitor,visitor,visitor,visitor
voice,voic,voice,voice,voice,voice
vote,vote,vote,vote,vote,vote
wag,wag,wag,wag,wag,wag
wagon,wagon,wagon,wagon,wagon,wagon
waist,waist,waist,waist,waist,waist
wait,wait,wait,wait,wait,wait
wake,wake,wake,wake,wake,wake
waken,waken,waken,waken,waken,waken
walk,walk,walk,walk,walk,walk
wall,wall,wall,wall,wall,wall
walnut,walnut,walnut,walnut,walnut,walnut
want,want,want,want,want,want
war,war,war,war,war,war
warm,warm,warm,warm,warm,warm
warn,warn,warn,warn,warn,warn
was,wa,wa,be,wa,wa
wash,wash,wash,wash,wash,wash
washer,washer,washer,washer,washer,washer
washtub,washtub,washtub,washtub,washtub,washtub
wasn't,wasn't,wasn't,wasn't,wasn't,wasn't
waste,wast,waste,waste,waste,waste
watch,watch,watch,watch,watch,watch
watchman,watchman,watchman,watchman,watchman,watchman
water,water,water,water,water,water
watermelon,watermelon,watermelon,watermelon,watermelon,watermelon
waterproof,waterproof,waterproof,waterproof,waterproof,waterproof
wave,wave,wave,wave,wave,wave
wax,wax,wax,wax,wax,wax
way,way,way,way,way,way
wayside,waysid,wayside,wayside,wayside,wayside
we,we,we,we,we,we
we'd,we'd,we'd,we'd,we'd,we'd
we're,we'r,we're,we're,we're,we're
we've,we'v,we've,we've,we've,we've
weak,weak,weak,weak,weak,weak
weaken,weaken,weaken,weaken,weaken,weaken
weakness,weak,weakness,weakness,weakness,weakness
wealth,wealth,wealth,wealth,wealth,wealth
weapon,weapon,weapon,weapon,weapon,weapon
wear,wear,wear,wear,wear,wear
weary,weari,weary,weary,weary,weary
weather,weather,weather,weather,weather,weather
weave,weav,weave,weave,weave,weave
web,web,web,web,web,web
wedding,wed,wedding,wed,wedding,wedding
wednesday,wednesday,wednesday,wednesday,wednesday,wednesday
wee,wee,wee,wee,wee,wee
weed,weed,weed,weed,weed,weed
week,week,week,week,week,week
weep,weep,weep,weep,weep,weep
weigh,weigh,weigh,weigh,weigh,weigh
welcome,welcom,welcome,welcome,welcome,welcome
well,well,well,well,well,well
went,went,went,go,went,went
were,were,were,be,were,were
west,west,west,west,west,west
western,western,western,western,western,western
wet,wet,wet,wet,wet,wet
whale,whale,whale,whale,whale,whale
what,what,what,what,what,what
what's,what',what's,what's,what's,what's
wheat,wheat,wheat,wheat,wheat,wheat
wheel,wheel,wheel,wheel,wheel,wheel
when,when,when,when,when,when
whenever,whenev,whenever,whenever,whenever,whenever
where,where,where,where,where,where
which,which,which,which,which,which
while,while,while,while,while,while
whip,whip,whip,whip,whip,whip
whipped,whip,whipped,whip,whipped,whipped
whirl,whirl,whirl,whirl,whirl,whirl
whiskey,whiskey,whiskey,whiskey,whiskey,whiskey
whiskey,whiskey,whiskey,whiskey,whiskey,whiskey
whisper,whisper,whisper,whisper,whisper,whisper
whistle,whistl,whistle,whistle,whistle,whistle
white,white,white,white,white,white
who,who,who,who,who,who
who'd,who'd,who'd,who'd,who'd,who'd
who'll,who'll,who'll,who'll,who'll,who'll
who's,who',who's,who's,who's,who's
whole,whole,whole,whole,whole,whole
whom,whom,whom,whom,whom,whom
whose,whose,whose,whose,whose,whose
why,whi,why,why,why,why
wicked,wick,wicked,wicked,wicked,wicked
wide,wide,wide,wide,wide,wide
wife,wife,wife,wife,wife,wife
wiggle,wiggl,wiggle,wiggle,wiggle,wiggle
wild,wild,wild,wild,wild,wild
